sender,timestamp,receiver_id,category
Türker Yılmaz,2023-01-14 12:08:00+03:00,874372399830554,close_high_school_friends
Türker Yılmaz,2023-01-14 12:08:00+03:00,167732202211909,close_high_school_friends
Türker Yılmaz,2023-01-14 12:40:00+03:00,874372399830554,close_high_school_friends
Türker Yılmaz,2023-01-14 12:40:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-14 12:40:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-14 12:40:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-14 12:40:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-14 12:41:00+03:00,167732202211909,close_high_school_friends
Türker Yılmaz,2023-01-14 12:41:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-14 12:41:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-14 12:41:00+03:00,879389196799175,close_high_school_friends
Türker Yılmaz,2023-01-14 12:44:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-14 12:44:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-14 12:44:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-14 12:58:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-14 12:59:00+03:00,879389196799175,close_high_school_friends
Türker Yılmaz,2023-01-14 13:00:00+03:00,879389196799175,close_high_school_friends
Türker Yılmaz,2023-01-14 13:03:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-14 14:19:00+03:00,167732202211909,close_high_school_friends
Türker Yılmaz,2023-01-14 14:19:00+03:00,167732202211909,close_high_school_friends
Türker Yılmaz,2023-01-14 14:20:00+03:00,167732202211909,close_high_school_friends
Türker Yılmaz,2023-01-14 16:31:00+03:00,933375401400554,college_friends
Türker Yılmaz,2023-01-14 16:37:00+03:00,943731470364947,others
Türker Yılmaz,2023-01-14 16:37:00+03:00,943731470364947,others
Türker Yılmaz,2023-01-14 16:37:00+03:00,943731470364947,others
Türker Yılmaz,2023-01-14 16:38:00+03:00,377052664056296,high_school_friends
Türker Yılmaz,2023-01-15 02:37:00+03:00,874372399830554,close_high_school_friends
Türker Yılmaz,2023-01-15 05:50:00+03:00,874372399830554,close_high_school_friends
Türker Yılmaz,2023-01-15 05:50:00+03:00,874372399830554,close_high_school_friends
Türker Yılmaz,2023-01-15 05:50:00+03:00,947361696668591,close_college_friends
Türker Yılmaz,2023-01-15 08:36:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-15 08:50:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-15 08:50:00+03:00,954828095921951,close_college_friends
Türker Yılmaz,2023-01-15 09:01:00+03:00,167732202211909,close_high_school_friends
